date,sales,day_of_week,day_of_year,month,quarter,year,is_weekend,is_holiday_season,sales_lag_1,sales_lag_7,sales_lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,is_month_start,is_month_end,is_quarter_end,week_of_year
2021-08-05,1728.87,3,217,8,3,2021,0,0,1960.12,2431.48,1925.11,1827.0614285714287,1799.5839999999998,118.09642464649694,0,0,0,31
2021-08-06,1807.71,4,218,8,3,2021,0,0,1728.87,1938.18,1844.13,1808.422857142857,1798.37,107.45228362925963,0,0,0,31
2021-08-07,1468.8,5,219,8,3,2021,1,0,1807.71,1721.78,1728.87,1772.2828571428574,1789.701,167.31704572599938,0,0,0,31
2021-08-08,1552.19,6,220,8,3,2021,1,0,1468.8,1693.37,1629.42,1752.1142857142856,1787.1266666666666,185.89252745041878,0,0,0,31
2021-08-09,2185.34,0,221,8,3,2021,0,0,1552.19,1946.72,1490.33,1786.2028571428575,1810.2936666666667,241.18288743291095,0,0,0,32
2021-08-10,1556.21,1,222,8,3,2021,0,0,2185.34,1800.39,1686.34,1751.32,1805.956,255.99246551412398,0,0,0,32
2021-08-11,1937.32,2,223,8,3,2021,0,0,1556.21,1960.12,1890.48,1748.0628571428572,1807.5173333333332,253.02080004842054,0,0,0,32
2021-08-12,1590.5,3,224,8,3,2021,0,0,1937.32,1728.87,1671.91,1728.2957142857142,1804.8036666666667,260.0768028139086,0,0,0,32
2021-08-13,1759.57,4,225,8,3,2021,0,0,1590.5,1807.71,1885.06,1721.4185714285716,1800.6206666666665,258.25699302752474,0,0,0,32
2021-08-14,1691.59,5,226,8,3,2021,1,0,1759.57,1468.8,1917.1,1753.2457142857143,1793.1036666666666,234.5786572315806,0,0,0,32
2021-08-15,1535.71,6,227,8,3,2021,1,0,1691.59,1552.19,1726.86,1750.8914285714288,1786.732,237.00297701566046,0,0,0,32
2021-08-16,1662.17,0,228,8,3,2021,0,0,1535.71,2185.34,1582.55,1676.1528571428573,1789.386,139.67069541297045,0,0,0,33
2021-08-17,1714.23,1,229,8,3,2021,0,0,1662.17,1556.21,1568.19,1698.7271428571428,1794.2540000000001,129.44999687321786,0,0,0,33
2021-08-18,1921.1,2,230,8,3,2021,0,0,1714.23,1937.32,1687.9,1696.41,1802.0273333333332,124.51864800101197,0,0,0,33
2021-08-19,1707.18,3,231,8,3,2021,0,0,1921.1,1590.5,1912.81,1713.0785714285714,1795.173,115.45817286338944,0,0,0,33
2021-08-20,1846.72,4,232,8,3,2021,0,0,1707.18,1759.57,1942.97,1725.5285714285715,1791.9646666666667,125.56346276266964,0,0,0,33
2021-08-21,1518.54,5,233,8,3,2021,1,0,1846.72,1691.59,2020.94,1700.8071428571427,1775.2179999999998,148.33042952748926,0,0,0,33
2021-08-22,1411.36,6,234,8,3,2021,1,0,1518.54,1535.71,2016.09,1683.042857142857,1755.0603333333333,176.22196748365246,0,0,0,33
2021-08-23,2128.03,0,235,8,3,2021,0,0,1411.36,1662.17,1350.83,1749.5942857142857,1780.967,242.5212442829935,0,0,0,34
2021-08-24,1898.82,1,236,8,3,2021,0,0,2128.03,1714.23,1416.19,1775.9642857142858,1797.054666666667,248.0085234998415,0,0,0,34
2021-08-25,1497.19,2,237,8,3,2021,0,0,1898.82,1921.1,1933.42,1715.4057142857143,1782.5136666666665,258.2081554261433,0,0,0,34
2021-08-26,1826.11,3,238,8,3,2021,0,0,1497.19,1707.18,1932.45,1732.3957142857141,1778.969,261.4688843729557,0,0,0,34
2021-08-27,1696.0,4,239,8,3,2021,0,0,1826.11,1846.72,1931.77,1710.8642857142856,1771.11,256.64672664041143,0,0,0,34
2021-08-28,1620.21,5,240,8,3,2021,1,0,1696.0,1518.54,2431.48,1725.3885714285716,1744.0676666666666,246.62999894771997,0,0,0,34
2021-08-29,1370.5,6,241,8,3,2021,1,0,1620.21,1411.36,1938.18,1719.5514285714287,1725.145,255.62067831251906,0,0,0,34
2021-08-30,1769.15,0,242,8,3,2021,0,0,1370.5,2128.03,1721.78,1668.282857142857,1726.724,186.75188403460928,0,0,0,35
2021-08-31,1859.05,1,243,8,3,2021,0,0,1769.15,1898.82,1693.37,1662.6014285714284,1732.2466666666667,179.01414063592577,0,1,0,35
2021-09-01,1910.05,2,244,9,3,2021,0,0,1859.05,1497.19,1946.72,1721.5814285714284,1731.0243333333333,183.3919969562985,1,0,0,35
2021-09-02,1596.99,3,245,9,3,2021,0,0,1910.05,1826.11,1800.39,1688.8500000000001,1724.2443333333333,182.06826750791387,0,0,0,35
2021-09-03,1723.67,4,246,9,3,2021,0,0,1596.99,1696.0,1960.12,1692.8028571428572,1716.3626666666669,182.5491068830781,0,0,0,35
2021-09-04,1399.37,5,247,9,3,2021,1,0,1723.67,1620.21,1728.87,1661.2542857142855,1705.3793333333333,213.62388707392117,0,0,0,35
2021-09-05,1369.33,6,248,9,3,2021,1,0,1399.37,1370.5,1807.71,1661.0871428571427,1690.7666666666667,213.8895856677993,0,0,0,35
2021-09-06,2028.84,0,249,9,3,2021,0,0,1369.33,1769.15,1468.8,1698.185714285714,1709.4346666666668,254.43498972279355,0,0,0,36
2021-09-07,1821.42,1,250,9,3,2021,0,0,2028.84,1859.05,1552.19,1692.81,1718.409,250.8419378147654,0,0,0,36
2021-09-08,1568.15,2,251,9,3,2021,0,0,1821.42,1910.05,2185.34,1643.967142857143,1697.836,234.2283756446747,0,0,0,36
2021-09-09,1891.55,3,252,9,3,2021,0,0,1568.15,1596.99,1556.21,1686.047142857143,1709.014,250.29080624440874,0,0,0,36
2021-09-10,2068.74,4,253,9,3,2021,0,0,1891.55,1723.67,1937.32,1735.3428571428572,1713.3946666666668,289.79901010380075,0,0,0,36
2021-09-11,1601.8,5,254,9,3,2021,1,0,2068.74,1399.37,1590.5,1764.2614285714285,1713.7713333333334,259.1662095662787,0,0,0,36
2021-09-12,1215.52,6,255,9,3,2021,1,0,1601.8,1369.33,1759.57,1742.2885714285715,1695.6363333333334,301.32192698333836,0,0,0,36
2021-09-13,1667.25,0,256,9,3,2021,0,0,1215.52,2028.84,1691.59,1690.6328571428571,1694.825,273.742670630301,0,0,0,37
2021-09-14,1926.35,1,257,9,3,2021,0,0,1667.25,1821.42,1535.71,1705.6228571428571,1707.8463333333334,284.7498002173301,0,0,0,37
2021-09-15,1626.57,2,258,9,3,2021,0,0,1926.35,1568.15,1662.17,1713.9685714285713,1706.6596666666667,280.8788895252762,0,0,0,37
2021-09-16,1795.68,3,259,9,3,2021,0,0,1626.57,1891.55,1714.23,1700.2728571428572,1709.3746666666666,273.0037512388358,0,0,0,37
2021-09-17,1841.66,4,260,9,3,2021,0,0,1795.68,2068.74,1921.1,1667.8328571428572,1706.7266666666665,232.39409872845195,0,0,0,37
2021-09-18,1282.77,5,261,9,3,2021,1,0,1841.66,1601.8,1707.18,1622.257142857143,1692.5796666666668,274.898511073589,0,0,0,37
2021-09-19,1409.2,6,262,9,3,2021,1,0,1282.77,1215.52,1846.72,1649.9257142857143,1677.9956666666665,233.81422189829408,0,0,0,37
2021-09-20,1228.24,0,263,9,3,2021,0,0,1409.2,1667.25,1518.54,1587.2100000000003,1668.3190000000002,282.25296786157384,0,0,0,38
2021-09-21,1557.06,1,264,9,3,2021,0,0,1228.24,1926.35,1411.36,1534.4542857142858,1673.1756666666668,239.5869196385828,0,0,0,38
2021-09-22,1669.11,2,265,9,3,2021,0,0,1557.06,1626.57,2128.03,1540.5314285714285,1657.8783333333333,242.83042343911322,0,0,0,38
2021-09-23,1516.08,3,266,9,3,2021,0,0,1669.11,1795.68,1898.82,1500.5885714285712,1645.120333333333,215.301626904255,0,0,0,38
2021-09-24,1944.36,4,267,9,3,2021,0,0,1516.08,1841.66,1497.19,1515.26,1660.026,244.00319294358957,0,0,0,38
2021-09-25,1181.21,5,268,9,3,2021,1,0,1944.36,1282.77,1826.11,1500.7514285714283,1638.5293333333334,262.4530627514546,0,0,0,38
2021-09-26,1325.96,6,269,9,3,2021,1,0,1181.21,1409.2,1696.0,1488.8600000000001,1626.1946666666668,269.09422073566213,0,0,0,38
2021-09-27,1707.79,0,270,9,3,2021,0,0,1325.96,1228.24,1620.21,1557.3671428571429,1629.114,252.19871726572305,0,0,0,39
2021-09-28,1900.59,1,271,9,3,2021,0,0,1707.79,1557.06,1370.5,1606.4428571428568,1646.7836666666667,283.5983113322012,0,0,0,39
2021-09-29,1465.23,2,272,9,3,2021,0,0,1900.59,1669.11,1769.15,1577.317142857143,1636.653,286.54370310735516,0,0,0,39
2021-09-30,1851.29,3,273,9,3,2021,0,0,1465.23,1516.08,1859.05,1625.2042857142858,1636.3943333333332,302.18720808229347,0,1,1,39
2021-10-01,1674.56,4,274,10,4,2021,0,0,1851.29,1944.36,1910.05,1586.6614285714284,1628.544666666667,270.2096118712637,1,0,0,39
2021-10-02,1222.0,5,275,10,4,2021,1,0,1674.56,1181.21,1596.99,1592.4885714285713,1616.0449999999998,260.26550977982527,0,0,0,39
2021-10-03,1434.76,6,276,10,4,2021,1,0,1222.0,1325.96,1723.67,1608.0314285714285,1606.4146666666666,244.46491687142418,0,0,0,39
2021-10-04,1691.51,0,277,10,4,2021,0,0,1434.76,1707.79,1399.37,1605.7057142857143,1616.1526666666666,243.43295112872056,0,0,0,40
2021-10-05,1567.84,1,278,10,4,2021,0,0,1691.51,1900.59,1369.33,1558.17,1622.7696666666668,205.8385984211901,0,0,0,40
2021-10-06,1664.56,2,279,10,4,2021,0,0,1567.84,1465.23,2028.84,1586.6457142857141,1610.627,204.62245558240033,0,0,0,40
2021-10-07,1592.53,3,280,10,4,2021,0,0,1664.56,1851.29,1821.42,1549.68,1602.9973333333332,169.1423831174985,0,0,0,40
2021-10-08,1663.6,4,281,10,4,2021,0,0,1592.53,1674.56,1568.15,1548.1142857142859,1606.1789999999999,167.83944032488728,0,0,0,40
2021-10-09,1442.14,5,282,10,4,2021,1,0,1663.6,1222.0,1891.55,1579.5628571428572,1591.1986666666667,105.65462581989871,0,0,0,40
2021-10-10,1576.99,6,283,10,4,2021,1,0,1442.14,1434.76,2068.74,1599.8814285714286,1574.807,84.78034509416467,0,0,0,40
2021-10-11,1449.69,0,284,10,4,2021,0,0,1576.99,1691.51,1601.8,1565.3357142857144,1569.7366666666667,90.30879153532833,0,0,0,41
2021-10-12,1951.62,1,285,10,4,2021,0,0,1449.69,1567.84,1215.52,1620.1614285714284,1594.2733333333333,171.80528333247582,0,0,0,41
2021-10-13,1335.16,2,286,10,4,2021,0,0,1951.62,1664.56,1667.25,1573.1042857142857,1583.2036666666668,200.3564700608344,0,0,0,41
2021-10-14,1601.54,3,287,10,4,2021,0,0,1335.16,1592.53,1926.35,1574.3914285714286,1572.3766666666666,200.53093065065792,0,0,0,41
2021-10-15,1708.9,4,288,10,4,2021,0,0,1601.54,1663.6,1626.57,1580.862857142857,1575.1209999999999,204.57971378041404,0,0,0,41
2021-10-16,1359.18,5,289,10,4,2021,1,0,1708.9,1442.14,1795.68,1569.0114285714285,1560.571,216.0375041845412,0,0,0,41
2021-10-17,1220.02,6,290,10,4,2021,1,0,1359.18,1576.99,1841.66,1518.0157142857145,1539.8496666666667,252.8374440793362,0,0,0,41
2021-10-18,1578.62,0,291,10,4,2021,0,0,1220.02,1449.69,1282.77,1536.4342857142856,1549.7113333333332,251.72419052454632,0,0,0,42
2021-10-19,1532.34,1,292,10,4,2021,0,0,1578.62,1951.62,1409.2,1476.537142857143,1553.816,174.50612231039236,0,0,0,42
2021-10-20,1514.36,2,293,10,4,2021,0,0,1532.34,1335.16,1228.24,1502.1371428571426,1563.3533333333335,163.07966986663172,0,0,0,42
2021-10-21,1726.71,3,294,10,4,2021,0,0,1514.36,1601.54,1557.06,1520.0185714285712,1569.0083333333334,181.6056598263183,0,0,0,42
2021-10-22,1649.35,4,295,10,4,2021,0,0,1726.71,1708.9,1669.11,1511.5114285714285,1568.3496666666665,172.44686045548184,0,0,0,42
2021-10-23,1188.43,5,296,10,4,2021,1,0,1649.35,1359.18,1516.08,1487.1185714285714,1557.428,206.33273414791083,0,0,0,42
2021-10-24,1423.9,6,297,10,4,2021,1,0,1188.43,1220.02,1944.36,1516.2442857142855,1540.0793333333336,174.23928631407477,0,0,0,42
2021-10-25,1631.69,0,298,10,4,2021,0,0,1423.9,1578.62,1181.21,1523.8257142857144,1555.0953333333332,178.50798776311981,0,0,0,43
2021-10-26,1704.19,1,299,10,4,2021,0,0,1631.69,1532.34,1325.96,1548.3757142857144,1567.703,191.23740706751065,0,0,0,43
2021-10-27,1673.41,2,300,10,4,2021,0,0,1704.19,1514.36,1707.79,1571.097142857143,1566.5570000000002,195.91372920363742,0,0,0,43
2021-10-28,1451.36,3,301,10,4,2021,0,0,1673.41,1726.71,1900.59,1531.7614285714287,1551.5826666666665,186.8973287154004,0,0,0,43
2021-10-29,1488.47,4,302,10,4,2021,0,0,1451.36,1649.35,1465.23,1508.7785714285715,1552.3573333333331,179.7837879628911,0,0,0,43
2021-10-30,1381.42,5,303,10,4,2021,1,0,1488.47,1188.43,1851.29,1536.3485714285714,1536.6950000000002,130.5178957625572,0,0,0,43
2021-10-31,1357.75,6,304,10,4,2021,1,0,1381.42,1423.9,1674.56,1526.8985714285716,1526.1346666666666,141.91381051288056,0,1,0,43
2021-11-01,1559.97,0,305,11,4,2021,0,1,1357.75,1631.69,1222.0,1516.652857142857,1537.4003333333333,135.53279488919372,1,0,0,44
2021-11-02,1577.67,1,306,11,4,2021,0,1,1559.97,1704.19,1434.76,1498.5785714285714,1542.1640000000002,112.90186305350531,0,0,0,44
2021-11-03,1748.72,2,307,11,4,2021,0,1,1577.67,1673.41,1691.51,1509.337142857143,1544.0710000000001,133.96234666431306,0,0,0,44
2021-11-04,1465.39,3,308,11,4,2021,0,1,1748.72,1451.36,1567.84,1511.3414285714284,1540.656,133.05221035725953,0,0,0,44
2021-11-05,1633.3,4,309,11,4,2021,0,1,1465.39,1488.47,1664.56,1532.0314285714285,1539.614,139.98309557806996,0,0,0,44
2021-11-06,1218.06,5,310,11,4,2021,1,1,1633.3,1381.42,1592.53,1508.6942857142858,1527.131666666667,177.78896767958216,0,0,0,44
2021-11-07,1212.94,6,311,11,4,2021,1,1,1218.06,1357.75,1663.6,1488.0071428571428,1512.1096666666667,204.67218388716864,0,0,0,44
2021-11-08,1707.67,0,312,11,4,2021,0,1,1212.94,1559.97,1442.14,1509.107142857143,1520.9606666666666,220.340972564061,0,0,0,45
2021-11-09,1663.98,1,313,11,4,2021,0,1,1707.67,1577.67,1576.99,1521.437142857143,1523.8603333333333,227.1274969933765,0,0,0,45
2021-11-10,1659.56,2,314,11,4,2021,0,1,1663.98,1748.72,1449.69,1508.7,1530.856,214.4007859904749,0,0,0,45
2021-11-11,1730.78,3,315,11,4,2021,0,1,1659.56,1465.39,1951.62,1546.6128571428574,1523.4946666666665,228.46891084742705,0,0,0,45
2021-11-12,1535.6,4,316,11,4,2021,0,1,1730.78,1633.3,1335.16,1532.6557142857143,1530.176,225.25218044502512,0,0,0,45
2021-11-13,1332.28,5,317,11,4,2021,1,1,1535.6,1218.06,1601.54,1548.972857142857,1521.2006666666668,201.55540517967484,0,0,0,45
2021-11-14,1181.05,6,318,11,4,2021,1,1,1332.28,1212.94,1708.9,1544.4171428571428,1503.6056666666666,210.5751465798918,0,0,0,45
2021-11-15,1573.88,0,319,11,4,2021,0,1,1181.05,1707.67,1359.18,1525.304285714286,1510.7623333333333,199.04388526630208,0,0,0,46
2021-11-16,1503.46,1,320,11,4,2021,0,1,1573.88,1663.98,1220.02,1502.372857142857,1520.2103333333332,189.41844143890248,0,0,0,46
2021-11-17,1535.32,2,321,11,4,2021,0,1,1503.46,1659.56,1578.62,1484.6242857142856,1518.767,177.69295126304675,0,0,0,46
2021-11-18,1607.9,3,322,11,4,2021,0,1,1535.32,1730.78,1532.34,1467.0700000000002,1521.2856666666667,153.783345977385,0,0,0,46
2021-11-19,1393.82,4,323,11,4,2021,0,1,1607.9,1535.6,1514.36,1446.8157142857144,1517.2676666666666,152.58519695098713,0,0,0,46
2021-11-20,1528.4,5,324,11,4,2021,1,1,1393.82,1332.28,1726.71,1474.8328571428572,1510.6573333333333,145.90881727004353,0,0,0,46
2021-11-21,1061.69,6,325,11,4,2021,1,1,1528.4,1181.05,1649.35,1457.7814285714287,1491.0686666666666,187.11836382608865,0,0,0,46
2021-11-22,1328.59,0,326,11,4,2021,0,1,1061.69,1573.88,1188.43,1422.74,1495.7406666666668,184.70513771955595,0,0,0,47
2021-11-23,1682.63,1,327,11,4,2021,0,1,1328.59,1503.46,1423.9,1448.3357142857144,1504.365,208.62128245995956,0,0,0,47
2021-11-24,1625.93,2,328,11,4,2021,0,1,1682.63,1535.32,1631.69,1461.2800000000002,1504.173,217.53835661786206,0,0,0,47
2021-11-25,2399.13,3,329,11,4,2021,0,1,1625.93,1607.9,1704.19,1574.312857142857,1527.3376666666668,418.84122491760087,0,0,0,47
2021-11-26,2398.17,4,330,11,4,2021,0,1,2399.13,1393.82,1673.41,1717.7914285714287,1551.4963333333333,509.0232554094353,0,0,0,47
2021-11-27,2000.56,5,331,11,4,2021,1,1,2398.17,1528.4,1451.36,1785.2428571428572,1569.8029999999999,511.0233413688749,0,0,0,47
2021-11-28,1866.37,6,332,11,4,2021,1,1,2000.56,1061.69,1488.47,1900.1971428571428,1582.399666666667,399.46226232750666,0,0,0,47
2021-11-29,2310.96,0,333,11,4,2021,0,1,1866.37,1328.59,1381.42,2040.5357142857142,1613.3843333333332,332.05109816899926,0,0,0,48
2021-11-30,2196.72,1,334,11,4,2021,0,1,2310.96,1682.63,1357.75,2113.977142857143,1641.35,294.41725423364124,0,1,0,48
2021-12-01,1643.34,2,335,12,4,2021,0,1,2196.72,1625.93,1559.97,2116.464285714286,1644.1290000000001,289.64205581240867,1,0,0,48
2021-12-02,1473.88,3,336,12,4,2021,0,1,1643.34,2399.13,1577.67,1984.285714285714,1640.669333333333,344.9810521297824,0,0,0,48
2021-12-03,1371.05,4,337,12,4,2021,0,1,1473.88,2398.17,1748.72,1837.5542857142857,1628.080333333333,357.7985029713953,0,0,0,48
2021-12-04,1145.68,5,338,12,4,2021,1,1,1371.05,2000.56,1465.39,1715.4285714285713,1617.4233333333332,431.24527941101655,0,0,0,48
2021-12-05,1254.93,6,339,12,4,2021,1,1,1145.68,1866.37,1633.3,1628.0800000000002,1604.8110000000001,456.7461284273062,0,0,0,48
2021-12-06,1407.6,0,340,12,4,2021,0,1,1254.93,2310.96,1218.06,1499.0285714285712,1611.129,345.78620381330853,0,0,0,49
2021-12-07,1368.09,1,341,12,4,2021,0,1,1407.6,2196.72,1212.94,1380.652857142857,1616.3006666666668,157.9506802469558,0,0,0,49
2021-12-08,1527.31,2,342,12,4,2021,0,1,1368.09,1643.34,1707.67,1364.0771428571427,1610.2886666666668,129.27426061340572,0,0,0,49
2021-12-09,1526.92,3,343,12,4,2021,0,1,1527.31,1473.88,1663.98,1371.6542857142856,1605.72,138.0399964813507,0,0,0,49
2021-12-10,1413.64,4,344,12,4,2021,0,1,1526.92,1371.05,1659.56,1377.7385714285715,1597.5226666666667,138.94456273739394,0,0,0,49
2021-12-11,1118.61,5,345,12,4,2021,1,1,1413.64,1145.68,1730.78,1373.8714285714286,1577.1169999999997,146.64316183949938,0,0,0,49
2021-12-12,1223.75,6,346,12,4,2021,1,1,1118.61,1254.93,1535.6,1369.4171428571428,1566.722,151.25904752160366,0,0,0,49
2021-12-13,1271.48,0,347,12,4,2021,0,1,1223.75,1407.6,1332.28,1349.9714285714285,1564.6953333333333,154.2522822552466,0,0,0,50
2021-12-14,1277.41,1,348,12,4,2021,0,1,1271.48,1368.09,1181.05,1337.017142857143,1567.9073333333333,156.2715495235011,0,0,0,50
2021-12-15,1380.69,2,349,12,4,2021,0,1,1277.41,1527.31,1573.88,1316.0714285714287,1561.4676666666667,134.87628249974952,0,0,0,50
2021-12-16,1456.45,3,350,12,4,2021,0,1,1380.69,1526.92,1503.46,1306.0042857142857,1559.9006666666667,118.10254101939529,0,0,0,50
2021-12-17,1535.2,4,351,12,4,2021,0,1,1456.45,1413.64,1535.32,1323.3700000000001,1559.8966666666668,142.90061429772277,0,0,0,50
2021-12-18,1410.05,5,352,12,4,2021,1,1,1535.2,1118.61,1607.9,1365.0042857142857,1553.3016666666665,112.52879777448668,0,0,0,50
2021-12-19,1317.66,6,353,12,4,2021,1,1,1410.05,1223.75,1393.82,1378.42,1550.763,97.47240669372316,0,0,0,50
2021-12-20,2465.38,0,354,12,4,2021,0,1,1317.66,1271.48,1528.4,1548.9771428571428,1581.9956666666665,413.0018009530664,0,0,0,51
2021-12-21,2486.96,1,355,12,4,2021,0,1,2465.38,1277.41,1061.69,1721.7700000000002,1629.5046666666667,519.6929305529053,0,0,0,51
2021-12-22,2339.96,2,356,12,4,2021,0,1,2486.96,1380.69,1328.59,1858.8085714285714,1663.217,540.8096972265623,0,0,0,51
2021-12-23,2488.18,3,357,12,4,2021,0,1,2339.96,1456.45,1682.63,2006.1985714285713,1690.0686666666666,553.3233024320285,0,0,0,51
2021-12-24,2448.36,4,358,12,4,2021,0,1,2488.18,1535.2,1625.93,2136.65,1717.483,530.9651762278455,0,0,0,51
2021-12-25,2240.87,5,359,12,4,2021,1,1,2448.36,1410.05,2399.13,2255.3385714285714,1712.2076666666667,423.44805263568367,0,0,0,51
2021-12-26,2069.26,6,360,12,4,2021,1,1,2240.87,1317.66,2398.17,2362.71,1701.244,158.39469972192992,0,0,0,51
2021-12-27,2572.21,0,361,12,4,2021,0,1,2069.26,2465.38,2000.56,2377.9714285714285,1720.299,174.28522029789576,0,0,0,52
2021-12-28,2725.28,1,362,12,4,2021,0,1,2572.21,2486.96,1866.37,2412.0171428571425,1748.9293333333333,217.1339788175569,0,0,0,52
2021-12-29,2480.21,2,363,12,4,2021,0,1,2725.28,2339.96,2310.96,2432.0528571428576,1754.571,215.84369867370063,0,0,0,52
2021-12-30,2558.02,3,364,12,4,2021,0,1,2480.21,2488.18,2196.72,2442.0299999999997,1766.6143333333334,220.4358087970292,0,0,0,52
2021-12-31,2602.61,4,365,12,4,2021,0,1,2558.02,2448.36,1643.34,2464.065714285714,1798.5900000000001,228.7278343983781,0,1,1,52
2022-01-01,840.32,5,1,1,1,2022,1,0,2602.61,2240.87,1473.88,2263.987142857143,1777.4713333333336,660.859580135707,1,0,0,52
2022-01-02,935.62,6,2,1,1,2022,1,0,840.32,2069.26,1371.05,2102.0385714285717,1762.9569999999999,833.0127585543247,0,0,0,52
2022-01-03,1205.49,0,3,1,1,2022,0,0,935.62,2572.21,1145.68,1906.792857142857,1764.9506666666668,864.0364075607439,0,0,0,1
2022-01-04,1219.93,1,4,1,1,2022,0,0,1205.49,2725.28,1254.93,1691.7428571428572,1763.784,812.146060913394,0,0,0,1
2022-01-05,1091.1,2,5,1,1,2022,0,0,1219.93,2480.21,1407.6,1493.2985714285714,1753.2340000000002,755.0847425163294,0,0,0,1
2022-01-06,1512.59,3,6,1,1,2022,0,0,1091.1,2558.02,1368.09,1343.9514285714286,1758.0506666666665,596.0321950876071,0,0,0,1
2022-01-07,1585.56,4,7,1,1,2022,0,0,1512.59,2602.61,1527.31,1198.6585714285716,1759.9923333333334,276.2575692735876,0,0,0,1
2022-01-08,1430.57,5,8,1,1,2022,1,0,1585.56,840.32,1526.92,1282.98,1756.7806666666668,235.76652405858098,0,0,0,1
2022-01-09,1358.91,6,9,1,1,2022,1,0,1430.57,935.62,1413.64,1343.45,1754.9563333333333,179.3623763037617,0,0,0,1
2022-01-10,1840.21,0,10,1,1,2022,0,0,1358.91,1205.49,1118.61,1434.1242857142856,1779.0096666666666,246.0385896464965,0,0,0,2
2022-01-11,1404.43,1,11,1,1,2022,0,0,1840.21,1219.93,1223.75,1460.4814285714285,1785.0323333333333,228.52774860167727,0,0,0,2
2022-01-12,1652.77,2,12,1,1,2022,0,0,1404.43,1091.1,1271.48,1540.72,1797.742,167.737020262868,0,0,0,2
2022-01-13,1551.89,3,13,1,1,2022,0,0,1652.77,1512.59,1277.41,1546.3342857142857,1806.8913333333335,167.29568552487305,0,0,0,2
2022-01-14,1855.42,4,14,1,1,2022,0,0,1551.89,1585.56,1380.69,1584.8857142857141,1822.7156666666667,204.74329943102882,0,0,0,2
2022-01-15,1108.35,5,15,1,1,2022,1,0,1855.42,1430.57,1456.45,1538.8542857142857,1811.1123333333335,270.7888514357707,0,0,0,2
2022-01-16,1106.37,6,16,1,1,2022,1,0,1108.35,1358.91,1535.2,1502.777142857143,1796.818,312.38635323982277,0,0,0,2
2022-01-17,1445.24,0,17,1,1,2022,0,0,1106.37,1840.21,1410.05,1446.3528571428574,1797.9910000000002,274.6740770873884,0,0,0,3
2022-01-18,1219.47,1,18,1,1,2022,0,0,1445.24,1404.43,1317.66,1419.93,1794.718,287.95434389268337,0,0,0,3
2022-01-19,1462.18,2,19,1,1,2022,0,0,1219.47,1652.77,2465.38,1392.702857142857,1761.278,270.7666894649499,0,0,0,3
2022-01-20,1430.24,3,20,1,1,2022,0,0,1462.18,1551.89,2486.96,1375.3242857142857,1726.054,262.62837755131704,0,0,0,3
2022-01-21,1569.83,4,21,1,1,2022,0,0,1430.24,1855.42,2339.96,1334.5257142857142,1700.383,186.87379973814004,0,0,0,3
2022-01-22,1301.77,5,22,1,1,2022,1,0,1569.83,1108.35,2488.18,1362.1571428571426,1660.8359999999998,160.2622404804343,0,0,0,3
2022-01-23,1535.26,6,23,1,1,2022,1,0,1301.77,1106.37,2448.36,1423.4271428571428,1630.3993333333335,124.0721300580508,0,0,0,3
2022-01-24,1699.8,0,24,1,1,2022,0,0,1535.26,1445.24,2240.87,1459.7928571428572,1612.3636666666669,162.79448185920967,0,0,0,4
2022-01-25,1474.18,1,25,1,1,2022,0,0,1699.8,1219.47,2069.26,1496.1799999999998,1592.5276666666666,123.95967422243565,0,0,0,4
2022-01-26,1429.52,2,26,1,1,2022,0,0,1474.18,1462.18,2572.21,1491.5142857142855,1554.4379999999999,126.04971133870347,0,0,0,4
2022-01-27,1641.72,3,27,1,1,2022,0,0,1429.52,1430.24,2725.28,1521.7257142857143,1518.3193333333334,134.00826092162063,0,0,0,4
2022-01-28,1373.62,4,28,1,1,2022,0,0,1641.72,1569.83,2480.21,1493.695714285714,1481.4330000000002,142.51947116764015,0,0,0,4
2022-01-29,1550.18,5,29,1,1,2022,1,0,1373.62,1301.77,2558.02,1529.1828571428573,1447.8383333333331,115.04378263864845,0,0,0,4
2022-01-30,1456.26,6,30,1,1,2022,1,0,1550.18,1535.26,2602.61,1517.8971428571429,1409.6266666666666,118.18042106799496,0,0,0,4
2022-01-31,1512.93,0,31,1,1,2022,0,0,1456.26,1699.8,840.32,1491.2014285714286,1432.0469999999998,87.31844639565819,0,1,0,5
2022-02-01,1330.37,1,32,2,1,2022,0,0,1512.93,1474.18,935.62,1470.6571428571426,1445.2053333333336,106.74706252230972,1,0,0,5
2022-02-02,1794.53,2,33,2,1,2022,0,0,1330.37,1429.52,1205.49,1522.8014285714287,1464.84,159.44580557131246,0,0,0,5
2022-02-03,1578.46,3,34,2,1,2022,0,0,1794.53,1641.72,1219.93,1513.7642857142855,1476.791,153.2548801677687,0,0,0,5
2022-02-04,1785.57,4,35,2,1,2022,0,0,1578.46,1373.62,1091.1,1572.6142857142856,1499.9399999999998,168.77846316568494,0,0,0,5
2022-02-05,1065.07,5,36,2,1,2022,1,0,1785.57,1550.18,1512.59,1503.3128571428572,1485.0226666666667,256.38386147300406,0,0,0,5
2022-02-06,1218.73,6,37,2,1,2022,1,0,1065.07,1456.26,1585.56,1469.3799999999999,1472.7949999999998,278.42098406310123,0,0,0,5
